a9a338de-6ddd-11ea-9ba4-ccda262736ce	How many elements, in total, are joined together to form magnesium chloride?	start physical_unit 2 2 number none qc_end substance 10 11 qc_end end
ab0a6914-6ddd-11ea-bcb1-ccda262736ce	Find Kc for the reaction below (see details)? 2 ICl(g) <=> I2(g) + Cl2(g) A 0.0682 grams sample of ICl(g) is placed in a 625 mL reaction vessel at 628 K. When equilibrium is reached between the ICl(g) and I2(g) formed by dissociation, 0.0383 grams of I2 are present.What is Kc for this reaction?	start physical_unit 3 4 equilibrium_constant_k none qc_end chemical_equation 8 13 qc_end physical_unit 17 19 15 16 mass qc_end physical_unit 26 27 24 25 volume qc_end physical_unit 17 19 29 30 temperature qc_end physical_unit 11 11 43 44 mass qc_end c_other OTHER qc_end end
aa476252-6ddd-11ea-9456-ccda262736ce	What is the specific heat of ice in J/(g * °C)?	start physical_unit 6 6 specific_heat j/(°c_·_g) qc_end substance 6 6 qc_end end
acaec677-6ddd-11ea-b302-ccda262736ce	What is the mass of 1.5 moles of CO2?	start physical_unit 8 8 mass g qc_end physical_unit 8 8 5 6 mole qc_end end
acaa3966-6ddd-11ea-b645-ccda262736ce	How many grams is 0.25 mol of CO2 molecules?	start physical_unit 7 8 mass g qc_end physical_unit 7 8 4 5 mole qc_end end
ad1a2e3a-6ddd-11ea-a026-ccda262736ce	In the equation 2 KClO3 -> 2 KCI + 3 O2, how many moles of oxygen are produced when 5.05 moles of KClO3 decompose completely?	start physical_unit 15 15 mole mol qc_end chemical_equation 3 10 qc_end physical_unit 4 4 19 20 mole qc_end c_other OTHER qc_end end
aa621fc0-6ddd-11ea-bb0c-ccda262736ce	For the 1/2 cell MnO4- + 8 H+ + 5 e- <=> Mn^2+ + 7 H2O the value of E^0 = +1.51 V. What is the value for E if [MnO4-] = 0.0001 M and [Mn^2+] = 0.0005 M ?	start physical_unit 10 10 value v qc_end chemical_equation 4 15 qc_end physical_unit 19 19 21 22 value qc_end end
a9ab3a26-6ddd-11ea-bdb2-ccda262736ce	The compression and expansion of gases form the basis of how air is cooled by air conditioners. Suppose 1.55 L of an ideal gas under 6.38 atm of pressure at 20.5 °C is expanded to 6.95 L at 1.00 atm. What is the new temperature?	start physical_unit 22 23 temperature °c qc_end physical_unit 22 23 30 31 temperature qc_end physical_unit 22 23 25 26 pressure qc_end physical_unit 22 23 38 39 pressure qc_end physical_unit 22 23 18 19 volume qc_end physical_unit 22 23 35 36 volume qc_end end
aaac6a26-6ddd-11ea-89cd-ccda262736ce	A gas has a pressure of 710 kPa at 227 °C. What will its pressure be at 27.0 °C, if the volume doubles?	start physical_unit 1 1 pressure kpa qc_end physical_unit 1 1 6 7 pressure qc_end physical_unit 1 1 9 10 temperature qc_end physical_unit 1 1 17 18 temperature qc_end c_other OTHER qc_end end
ac9ca6cc-6ddd-11ea-a6cf-ccda262736ce	How do you write a balanced chemical equation for the fermentation of sucrose (C12H22O11) by yeasts in which the aqueous sugar reacts with water to form aqueous ethyl alcohol (C2H5OH) and carbon dioxide gas?	start chemical_equation qc_end chemical_equation 13 13 qc_end chemical_equation 29 29 qc_end substance 31 33 qc_end substance 23 23 qc_end end
a973c470-6ddd-11ea-a995-ccda262736ce	How many moles of He are in 16 g of the element?	start physical_unit 4 4 mole mol qc_end physical_unit 4 4 7 8 mass qc_end end
a8e8b4e2-6ddd-11ea-be10-ccda262736ce	How many grams of KI are in 25.0 mL of a 3.0% (m/v) KI solution?	start physical_unit 4 4 mass g qc_end physical_unit 13 14 7 8 volume qc_end physical_unit 13 14 11 11 mass_concentration qc_end end
ad18ad0d-6ddd-11ea-8092-ccda262736ce	How do you find the pH of a solution whose [H+] = 3.44 × 10^(-12) M?	start physical_unit 8 8 ph none qc_end physical_unit 8 8 12 15 [h+] qc_end end
aa74d1c8-6ddd-11ea-9d5f-ccda262736ce	What is the mass percent of a solution that contains 45.6 grams ethanol (C2H6O) in 254 grams of water?	start physical_unit 7 7 mass_percent none qc_end physical_unit 13 13 10 11 mass qc_end physical_unit 18 18 15 16 mass qc_end end
ac049e0a-6ddd-11ea-b79d-ccda262736ce	The solubility of lead (II) Iodate, Pb(IO3)2, is 0.76 g/L at 25 °C. How do you calculate the Value of Ksp at this same temperature?	start physical_unit 6 6 equilibrium_constant_k none qc_end physical_unit 6 6 8 9 solubility qc_end physical_unit 6 6 11 12 temperature qc_end end
ac887f6e-6ddd-11ea-bb28-ccda262736ce	How much heat energy (Joules) is required to to raise the temperature of 120.0 g of water from -90 °C to -5 °C?	start physical_unit 16 16 heat_energy j qc_end physical_unit 16 16 13 14 mass qc_end physical_unit 16 16 18 19 temperature qc_end physical_unit 16 16 21 22 temperature qc_end end
aa9320de-6ddd-11ea-ab1a-ccda262736ce	Propane and oxygen react according to the equation C3H8(g) + 5O2(g) -> 3 CO2(g) + 4 H2O(g). How many grams of water can be produced from the complete combustion of 2.0 moles of C3H8(g)?	start physical_unit 21 21 mass g qc_end chemical_equation 8 16 qc_end physical_unit 8 8 30 31 mole qc_end c_other OTHER qc_end end
ab71b22c-6ddd-11ea-b615-ccda262736ce	How many grams of solute are present in 935 mL of 0.720 M KBr?	start physical_unit 4 4 mass g qc_end physical_unit 13 13 8 9 volume qc_end physical_unit 13 13 11 12 molarity qc_end end
aa86cb52-6ddd-11ea-8bd9-ccda262736ce	What is the mass of 1.532 moles of a compound with a molar mass of 44 g/mol?	start physical_unit 9 9 mass g qc_end physical_unit 9 9 5 6 mole qc_end physical_unit 9 9 15 16 molar_mass qc_end end
a980619e-6ddd-11ea-9030-ccda262736ce	A gas has a volume of 2000 mL at -253 °C and a pressure of 101.3 kPa. What will be the new volume when the temperature is changed to -233 °C and the pressure is changed to 198.5 kPa?	start physical_unit 1 1 volume l qc_end physical_unit 1 1 6 7 volume qc_end physical_unit 1 1 9 10 temperature qc_end physical_unit 1 1 15 16 pressure qc_end physical_unit 1 1 29 30 temperature qc_end physical_unit 1 1 37 38 pressure qc_end end
ab1f6574-6ddd-11ea-b8db-ccda262736ce	A sample of helium gas occupies 14.7 L at 23 °C and 0.956 atm. What volume will it occupy at 40 °C and 1.20 atm?	start physical_unit 1 4 volume l qc_end physical_unit 1 4 6 7 volume qc_end physical_unit 1 4 9 10 temperature qc_end physical_unit 1 4 12 13 pressure qc_end physical_unit 1 4 20 21 temperature qc_end physical_unit 1 4 23 24 pressure qc_end end
a92b5249-6ddd-11ea-91c5-ccda262736ce	What is the oxidation number of carbon in the salt sodium oxalate, Na2+C2O4^2−?	start physical_unit 6 6 oxidation_number none qc_end chemical_equation 12 12 qc_end end
a95efaca-6ddd-11ea-93a7-ccda262736ce	In order to make a 1 mol/L solution of NaNO2 in water, how many grams of sodium nitrite are necessary?	start physical_unit 9 9 mass g qc_end physical_unit 9 9 5 6 molarity qc_end end
a853e790-6ddd-11ea-9cc7-ccda262736ce	How many electrons does the iron ion have when it forms the ionic compound FeCl3?	start physical_unit 2 2 number none qc_end substance 5 6 qc_end chemical_equation 14 14 qc_end end
a83a660a-6ddd-11ea-80f8-ccda262736ce	(8.000 × 10^(-1)) g of a gas is collected in the lab and found to have a volume of (8.9000 × 10^(-1)) L when the pressure is (9.600 × 10^1) kPa and the temperature is (3.00 × 10^2) K. According to this collected data what is the molar mass of the gas?	start physical_unit 50 51 molar_mass g/mol qc_end end
ab0069bb-6ddd-11ea-8c5a-ccda262736ce	How many moles of C6H12O6 will be consumed if 6 moles of O2 are consumed? C6H12O6 + 6O2 -> 6 CO2 + 6 H2O.	start physical_unit 4 4 mole mol qc_end physical_unit 12 12 9 10 mole qc_end chemical_equation 15 23 qc_end end
aa6f1e0b-6ddd-11ea-bb19-ccda262736ce	Elemental sulfur occurs as octatomic molecules, S8. What mass (g) of fluorine gas is needed to react completely with 17.8 grams of sulfur to form sulfur hexafluoride?	start physical_unit 11 12 mass g qc_end physical_unit 1 1 19 20 mass qc_end c_other OTHER qc_end substance 25 26 qc_end c_other OTHER qc_end end
a8d4c7ae-6ddd-11ea-982f-ccda262736ce	What is the maximum number of grams of NH4Cl that will dissolve in 200 grams of water at 70 °C?	start physical_unit 8 8 mass g qc_end physical_unit 16 16 18 19 temperature qc_end physical_unit 16 16 13 14 mass qc_end end
abafe050-6ddd-11ea-98f5-ccda262736ce	A sample of seawater contains 6.277 g of sodium chloride per liter of solution. How many mg of sodium chloride would be contained in 15.0 mL of this solution?	start physical_unit 8 9 mass mg qc_end physical_unit 13 13 24 25 volume qc_end end
aa0498e8-6ddd-11ea-ae55-ccda262736ce	What is the density of a 0.196 g mass of gas, confined to a 100 mL volume?	start physical_unit 10 10 density g/ml qc_end physical_unit 10 10 6 7 mass qc_end physical_unit 10 10 14 15 volume qc_end end
ac86abd9-6ddd-11ea-aeff-ccda262736ce	A 78.0 g sample of an unknown compound contains 12.4 g of hydrogen. What is the percent by mass of hydrogen in the compound?	start physical_unit 20 23 mass_percent none qc_end physical_unit 6 7 1 2 mass qc_end physical_unit 12 12 9 10 mass qc_end end
aa6bc282-6ddd-11ea-a35a-ccda262736ce	What is the number of moles in 500 L of He gas at STP?	start physical_unit 10 11 mole mol qc_end physical_unit 10 11 7 8 volume qc_end c_other STP qc_end end
ac2c587e-6ddd-11ea-9433-ccda262736ce	A balloon contains 2.58 × 10^24 molecules of methane gas. How many moles of methane are in this balloon?	start physical_unit 8 8 mole mol qc_end end
aa49371e-6ddd-11ea-aba7-ccda262736ce	A 20.00 mL sample of a KOH solution required 31.32 mL of 0.118 M HCl for neutralization. What mass (g) of KOH was present in the 20.00 mL of the sample of KOH (Molar mass of KOH 56.11 g/mol)?	start physical_unit 6 6 mass g qc_end physical_unit 6 7 1 2 volume qc_end physical_unit 7 7 9 10 volume qc_end physical_unit 14 14 12 13 molarity qc_end physical_unit 6 6 37 38 molar_mass qc_end end
aacae742-6ddd-11ea-aa63-ccda262736ce	What mass of limestone do I need to neutralize a lake with pH 5.6 and a volume of 4.2 × 10^9 L?	start physical_unit 3 3 mass kg qc_end physical_unit 10 10 13 13 ph qc_end physical_unit 10 10 18 21 volume qc_end end
a9baee1e-6ddd-11ea-8056-ccda262736ce	What volume of dihydrogen gas will be generated by the action of excess hydrochloric acid on a 21 g mass of zinc metal? A temperature of 13 °C, and a pressure of 704 mmHg are specified.	start physical_unit 3 4 volume l qc_end c_other OTHER qc_end physical_unit 21 22 17 18 mass qc_end end
a9f6b100-6ddd-11ea-984a-ccda262736ce	What is the charge on the theoretical element X that forms a cation with a oxygen and the formula of its oxide is X2O?	start physical_unit 6 8 charge none qc_end c_other OTHER qc_end end
a94bae86-6ddd-11ea-a047-ccda262736ce	A sample of gas occupies 17 mL at -112 °C. What volume does the sample occupy at 70 °C?	start physical_unit 1 3 volume ml qc_end physical_unit 1 3 5 6 volume qc_end physical_unit 1 3 8 9 temperature qc_end physical_unit 1 3 17 18 temperature qc_end end
ac9ccf2f-6ddd-11ea-b2c6-ccda262736ce	What is the pH of a 0.20 M solution of formic acid? pKa = 3.75	start physical_unit 8 8 ph none qc_end physical_unit 10 11 14 14 pka qc_end physical_unit 10 11 6 7 molarity qc_end end
ac106154-6ddd-11ea-b979-ccda262736ce	What is the molarity of a solution prepared by dissolving 0.450 g of HNO3 in 300 mL of water?	start physical_unit 6 6 molarity mol/l qc_end physical_unit 13 13 10 11 mass qc_end physical_unit 18 18 15 16 volume qc_end end
abcae99e-6ddd-11ea-9913-ccda262736ce	For a 0.15 M solution of K2SO4, what is the concentration of potassium?	start physical_unit 12 12 concentration mol/l qc_end physical_unit 6 6 2 3 concentration qc_end end
ab5fa982-6ddd-11ea-acda-ccda262736ce	How many grams of solute are present in 795 mL of 0.870 M KBr?	start physical_unit 4 4 mass g qc_end physical_unit 13 13 11 12 molarity qc_end end
a8aa588c-6ddd-11ea-bc88-ccda262736ce	In a 2.5 M CaCl2 solution, what is the molarity of the calcium ions?	start physical_unit 11 13 molarity mol/l qc_end physical_unit 4 5 2 3 molarity qc_end end
a8605a50-6ddd-11ea-926d-ccda262736ce	How many grams of O2 are needed to react with 84.5 g of NH3?	start physical_unit 4 4 mass g qc_end physical_unit 13 13 10 11 mass qc_end end
ac2cf506-6ddd-11ea-814f-ccda262736ce	A sample of calcium nitrate, Ca(NO3)2, with a formula weight of 164 g/mol, has 5.00 × 10^25 atoms of oxygen. How many kilograms of Ca(NO3)2 are present?	start physical_unit 5 5 mass kg qc_end physical_unit 5 5 11 12 formula_weight qc_end end
a8517614-6ddd-11ea-81b5-ccda262736ce	Gas A effuses 0.68 times as fast as Gas B. If the molar mass of Gas B is 17 g, what is the mass of Gas A?	start physical_unit 0 1 mass g qc_end physical_unit 8 9 18 19 molar_mass qc_end end
aced4ee4-6ddd-11ea-b9cf-ccda262736ce	How many liters at STP does 738 moles of a gas occupy?	start physical_unit 10 10 volume l qc_end physical_unit 10 10 6 7 mole qc_end c_other STP qc_end end
a86e7aae-6ddd-11ea-84cb-ccda262736ce	How many moles of carbon dioxide is formed when 4.0 moles of carbonic acid decomposes (water is the other product)?	start physical_unit 4 5 mole mol qc_end physical_unit 12 13 9 10 mole qc_end c_other decomposes qc_end c_other OTHER qc_end end
abccf3e7-6ddd-11ea-8e4b-ccda262736ce	How many water molecules are in 0.15 moles of H2O?	start physical_unit 2 3 number none qc_end physical_unit 9 9 6 7 mole qc_end end
a8c42154-6ddd-11ea-9c26-ccda262736ce	What is the volume in liters of 6.75 × 10^24 molecules of ammonia gas at STP?	start physical_unit 12 13 volume l qc_end c_other STP qc_end end
ac352201-6ddd-11ea-abd6-ccda262736ce	What is the balanced equation of C6H6 + O2 -> CO2 + H2O?	start chemical_equation qc_end chemical_equation 6 12 qc_end end
ace66851-6ddd-11ea-a28f-ccda262736ce	How would you balance the following equation: S8 + O2 -> SO3?	start chemical_equation qc_end chemical_equation 7 11 qc_end end
ab3ee0ee-6ddd-11ea-81b9-ccda262736ce	In the production of iron what is the essential redox reaction that Fe2O3 undergoes?	start chemical_equation qc_end chemical_equation 12 12 qc_end end
a9482862-6ddd-11ea-8eda-ccda262736ce	If the mole fraction of NaCl in a solution is 0.125, what is the percent by mass of NaCl?	start physical_unit 5 8 mass_percent none qc_end physical_unit 5 8 10 10 mole_fraction qc_end end
ab26c97e-6ddd-11ea-bff4-ccda262736ce	What is the concentration of hydroxide ions in pure water at 30.0 °C, if Kw at this temperature is 1.47 × 10^(-14)?	start physical_unit 5 6 concentration mol/l qc_end physical_unit 8 9 11 12 temperature qc_end physical_unit 8 9 19 21 kw qc_end end
a840ff0a-6ddd-11ea-b588-ccda262736ce	How many Sulfur atoms are in 0.42 mol S?	start physical_unit 2 3 number none qc_end physical_unit 8 8 6 7 mole qc_end end
a8d4791a-6ddd-11ea-afab-ccda262736ce	What is the empirical formula of H2O2?	start chemical_formula qc_end chemical_equation 6 6 qc_end end
a8f66ddf-6ddd-11ea-84cd-ccda262736ce	What volume of water is required to dissolve a 6.7 g mass of calcium sulfate if Ksp CaSO4 = 2.4 × 10^(-5)?	start physical_unit 3 3 volume l qc_end physical_unit 17 17 9 10 mass qc_end physical_unit 17 17 19 21 equilibrium_constant_k qc_end end
aaabf522-6ddd-11ea-8836-ccda262736ce	What is the pH of a solution that is 0.50 M in sodium acetate and 0.75 M in acetic acid?	start physical_unit 6 6 ph none qc_end physical_unit 12 13 9 10 molarity qc_end physical_unit 18 19 15 16 molarity qc_end end
a9b919a2-6ddd-11ea-a26c-ccda262736ce	Aluminum reacts with aqueous HBr to produce hydrogen gas and aluminum bromide. How many mL of hydrogen gas are produced at 1.03 atm and 20.00 °C when 0.498 g of aluminum react with an excess of HBr ？	start physical_unit 7 8 volume ml qc_end c_other OTHER qc_end physical_unit 7 8 24 25 temperature qc_end physical_unit 0 0 27 28 mass qc_end physical_unit 7 8 21 22 pressure qc_end end
ac5f2728-6ddd-11ea-9bf9-ccda262736ce	If a 25.6 g mass of octane is completely combusted, what mass of carbon dioxide will result?	start physical_unit 13 14 mass g qc_end physical_unit 6 6 2 3 mass qc_end c_other OTHER qc_end end
acaa5b4a-6ddd-11ea-becb-ccda262736ce	What is the molarity of a solution prepared by combining 125 mL of 0.251 molar HCl with 250 mL of pure water?	start physical_unit 6 6 molarity mol/l qc_end physical_unit 15 15 13 14 molarity qc_end physical_unit 6 6 10 11 volume qc_end physical_unit 20 21 17 18 volume qc_end end
a9cc72a8-6ddd-11ea-8225-ccda262736ce	What is total IONIC concentration in a solution of MgCl2(aq) at 0.25 mol/L concentration?	start physical_unit 3 3 concentration mol/l qc_end physical_unit 9 9 11 12 concentration qc_end end
ac8be34c-6ddd-11ea-a2c0-ccda262736ce	What is the pH of a solution of 750.0 mL of 0.500 M HNO2 to which 25.00 grams of sodium nitrite has been added (assume no volume change)?	start physical_unit 6 6 ph none qc_end physical_unit 6 6 8 9 volume qc_end physical_unit 13 13 11 12 molarity qc_end physical_unit 19 20 16 17 mass qc_end c_other OTHER qc_end end
ab91f7b4-6ddd-11ea-90c3-ccda262736ce	What is the molecular formula of a compound that has a molecular mass of 42 g/mol and an empirical formula of CH2?	start chemical_formula qc_end physical_unit 7 7 14 15 molecular_weight qc_end c_other OTHER qc_end end
a9b807e6-6ddd-11ea-8c6e-ccda262736ce	If you start with 7.0 moles of propane and 7.0 moles of oxygen gas what is the percent yield if 4.0 moles of carbon dioxide are produced? Consider the reaction below. If you start with 7.0 moles of C3H8 (propane) and 7.0 moles of O2, _ is the percent yield if 4.0 moles of carbon dioxide is produced. C3H8(g) + 5 O2(g) -> 3 CO2(g) + 4 H2O(g)	start physical_unit 29 29 percent_yield none qc_end physical_unit 38 38 4 5 mole qc_end physical_unit 44 44 4 5 mole qc_end physical_unit 23 24 20 21 mole qc_end chemical_equation 58 67 qc_end end
a8668ac2-6ddd-11ea-83d2-ccda262736ce	What is the pH of a 0.85 M NH4Cl solution?	start physical_unit 8 9 ph none qc_end physical_unit 8 9 6 7 molarity qc_end end
a8d5ad9c-6ddd-11ea-b667-ccda262736ce	If 28.0 g of methane gas (CH4)  are introduced into an evacuated 2.00 L gas cylinder at a temperature of 35 °C, what is the pressure inside the cylinder?	start physical_unit 27 28 pressure atm qc_end physical_unit 14 15 12 13 volume qc_end physical_unit 14 15 20 21 temperature qc_end end
a9539d88-6ddd-11ea-aab6-ccda262736ce	How many valence electrons are in an atom of phosphorus?	start physical_unit 2 3 number none qc_end end
